Mes;VENCIMENTO;LANCAMENTO;PAGAMENTO;DOCUMENTO;NF;CODIGO;FORNECEDOR;COMPLEMENTO;COD;HISTORICO;VALOR_HIST;JUROS;DESCONTOS;VALOR;RESTANTE;COD_G_HIST;G_HIST;CODIGO CONTABIL
1;22/01/2024;23/11/2023;22/01/2024;10361/05;10361;247;NOBRE LAMINADOS PLASTICOS LTDA;;131;INSUMOS;9742,28;0;0;9742,28;=(K136+L136-M136-N136);8;EMBALAGENS;
1;22/01/2024;19/01/2024;22/01/2024;;;91;FRETE CARREGAMENTO;;144;ABASTECIMENTO GO;2500;0;0;2500;=(K137+L137-M137-N137);13;FRETES;
1;22/01/2024;10/01/2024;22/01/2024;MULHER/2;3178;9;INVENT ARTE E PROPAGANDA LTDA;;133;PUBLICIDADE;3675;0;0;3675;=(K138+L138-M138-N138);15;ADESIVO;
1;22/01/2024;22/01/2024;22/01/2024;;;74;GOVERNO;;135;IMPOSTOS;32,53;0;0;32,53;=(K139+L139-M139-N139);118;ST;
1;22/01/2024;18/01/2024;22/01/2024;;;265;O L I TELECOMUNICACOES LTDA;;132;FIXO;499;0;0;499;=(K140+L140-M140-N140);29;INTERNET;
1;22/01/2024;12/01/2024;22/01/2024;;;74;GOVERNO;;135;IMPOSTOS;22334,79;0;0;22334,79;=(K141+L141-M141-N141);55;DAS;
1;22/01/2024;22/01/2024;22/01/2024;163/01;163;12;ALEX FREITAS DE AGUIAR EIRELI;;104;MATERIA PRIMA;18768;0;0;18768;=(K142+L142-M142-N142);69;BURRITO E MENTA;
1;22/01/2024;08/01/2024;22/01/2024;20371/01;20371;149;COMPANHIA PARANAENSE DO MATTE LTDA;;104;MATERIA PRIMA;16297,5;0;0;16297,5;=(K143+L143-M143-N143);121;ERVA MATE TIPO A E PALITO;
1;23/01/2024;23/01/2024;23/01/2024;;;239;GOOGLE INTERNET LTDA;;133;PUBLICIDADE;600;0;0;600;=(K144+L144-M144-N144);60;MATERIAL PUBLICITARIO;
1;23/01/2024;08/01/2024;23/01/2024;19163/01;;179;P R NORONHA & CIA LTDA;;11;MANUTEN??O DE INSTALA??ES / MAQUINARIOS;500;0;0;500;=(K145+L145-M145-N145);138;MANUT DE MAQUINARIOS PRODU??O;
1;23/01/2024;23/01/2024;23/01/2024;;;96;FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.;;133;PUBLICIDADE;2400;0;0;2400;=(K146+L146-M146-N146);60;MATERIAL PUBLICITARIO;
1;23/01/2024;24/11/2023;23/01/2024;10370/05;10370;247;NOBRE LAMINADOS PLASTICOS LTDA;;131;INSUMOS;7487,62;0;0;7487,62;=(K147+L147-M147-N147);8;EMBALAGENS;
1;23/01/2024;28/11/2023;23/01/2024;3102/05;3102;252;EBRALI DISTRIBUIDORA DE ALIMENTOS LTDA;;104;MATERIA PRIMA;2784;0;0;2784;=(K148+L148-M148-N148);17;ESPECIARIAS;
1;23/01/2024;04/12/2023;23/01/2024;10429/04;10429;247;NOBRE LAMINADOS PLASTICOS LTDA;;131;INSUMOS;1568,78;0;0;1568,78;=(K149+L149-M149-N149);8;EMBALAGENS;
1;24/01/2024;06/12/2023;24/01/2024;161/06;161;12;ALEX FREITAS DE AGUIAR EIRELI;;104;MATERIA PRIMA;5861,66;0;0;5861,66;=(K150+L150-M150-N150);69;BURRITO E MENTA;
1;24/01/2024;24/11/2023;24/01/2024;CACHORRO/5;3169;9;INVENT ARTE E PROPAGANDA LTDA;;133;PUBLICIDADE;12012;0;0;12012;=(K151+L151-M151-N151);15;ADESIVO;
1;24/01/2024;11/10/2023;24/01/2024;CACTOS / 5;3155;9;INVENT ARTE E PROPAGANDA LTDA;SEM NF FISCAL;133;PUBLICIDADE;6490;0;0;6490;=(K152+L152-M152-N152);15;ADESIVO;
1;24/01/2024;13/12/2023;24/01/2024;20128/03;20128;149;COMPANHIA PARANAENSE DO MATTE LTDA;;104;MATERIA PRIMA;11799,66;0;0;11799,66;=(K153+L153-M153-N153);121;ERVA MATE TIPO A E PALITO;
1;24/01/2024;11/01/2024;24/01/2024;8486/02;8486;55;ERVATEIRA CASAGRANDE LTDA;;104;MATERIA PRIMA;19900;0;0;19900;=(K154+L154-M154-N154);24;ERVA MATE TIPO B E PALITO;
1;24/01/2024;22/01/2024;24/01/2024;407/1;;10;CARLOS RODRIGO MARTINS DE FREITAS 07582085965;;129;PRODUTO;1095;0;0;1095;=(K155+L155-M155-N155);96;GARRAFAS ENCOURADAS;
1;24/01/2024;24/01/2024;24/01/2024;;;124;FRETE DESCARGA;;108;FRETES;85;0;0;85;=(K156+L156-M156-N156);13;FRETES;
1;24/01/2024;22/01/2024;24/01/2024;;;56;RAFAEL FABRICIO;;129;PRODUTO;780;0;0;780;=(K157+L157-M157-N157);126;GARRAFAS;
1;24/01/2024;24/01/2024;24/01/2024;51/2;;283;AGENCIA IMPERO LTDA;;133;PUBLICIDADE;7950;0;0;7950;=(K158+L158-M158-N158);60;MATERIAL PUBLICITARIO;
1;24/01/2024;10/01/2024;24/01/2024;MULHER/3;3179;9;INVENT ARTE E PROPAGANDA LTDA;;133;PUBLICIDADE;3100;0;0;3100;=(K159+L159-M159-N159);15;ADESIVO;
1;24/01/2024;23/01/2024;24/01/2024;;;279;AMAZON SERVICOS DE VAREJO DO BRASIL LTDA.;APLICADOR FITA EXPEDI??O;130;DIVERSOS;136;0;0;136;=(K160+L160-M160-N160);155;MATERIAL ESCRITORIO;
1;24/01/2024;24/01/2024;24/01/2024;;;138; TEK PONTO SISTEMAS DE INFORMACAO LT;;136;RH;79;1,94;0;80,94;=(K161+L161-M161-N161);84;REL?GIO PONTO;
1;24/01/2024;23/01/2024;24/01/2024;;;12;ALEX FREITAS DE AGUIAR EIRELI;;129;PRODUTO;720;0;0;720;=(K162+L162-M162-N162);126;GARRAFAS;
1;25/01/2024;25/01/2024;25/01/2024;;;74;GOVERNO;;135;IMPOSTOS;1110,38;0;0;1110,38;=(K163+L163-M163-N163);52;DARF;
1;25/01/2024;24/01/2024;25/01/2024;;;93;MIDIALINE;;132;FIXO;49,9;0;0;49,9;=(K164+L164-M164-N164);39;PROVEDOR DE EMAIL;
1;25/01/2024;25/01/2024;25/01/2024;;;74;GOVERNO;;135;IMPOSTOS;5214,65;0;0;5214,65;=(K165+L165-M165-N165);52;DARF;
1;25/01/2024;05/01/2024;25/01/2024;;;86;UNIMED;;136;RH;2586,64;0;0;2586,64;=(K166+L166-M166-N166);40;PLANO DE SAUDE;
1;25/01/2024;25/01/2024;25/01/2024;1229269/01;;284;RENAULT DO BRASIL S.A;;155;FROTA;129000;0;0;129000;=(K167+L167-M167-N167);191;VAN RENAULT 02;
1;25/01/2024;05/01/2024;25/01/2024;;;86;UNIMED;;136;RH;255,25;0;0;255,25;=(K168+L168-M168-N168);40;PLANO DE SAUDE;
1;25/01/2024;05/01/2024;25/01/2024;;;86;UNIMED;;136;RH;409,61;0;0;409,61;=(K169+L169-M169-N169);40;PLANO DE SAUDE;
1;25/01/2024;05/12/2023;25/01/2024;;;74;GOVERNO;;135;IMPOSTOS;3499,22;0;0;3499,22;=(K170+L170-M170-N170);77;DAEMS;
1;25/01/2024;07/12/2023;25/01/2024;3236/04;3236;252;EBRALI DISTRIBUIDORA DE ALIMENTOS LTDA;;104;MATERIA PRIMA;2760;0;0;2760;=(K171+L171-M171-N171);17;ESPECIARIAS;
1;25/01/2024;25/01/2024;25/01/2024;;;230;REGISTRON;;11;MANUTEN??O DE INSTALA??ES / MAQUINARIOS;150;0;0;150;=(K172+L172-M172-N172);138;MANUT DE MAQUINARIOS PRODU??O;
1;26/01/2024;25/01/2024;27/01/2024;;;89;E. D. E. G. INFORMATICA LTDA.;;62;MANUTEN??O DE SOFTWARE /  MATERIAL TI;210;0;0;210;=(K173+L173-M173-N173);37;MANUTEN??O SERVIDOR;
1;26/01/2024;26/01/2024;27/01/2024;;;285;NERI BRINDES PROMOCIONAIS LTDA;;133;PUBLICIDADE;490;0;0;490;=(K174+L174-M174-N174);60;MATERIAL PUBLICITARIO;
1;26/01/2024;25/01/2024;27/01/2024;;;111;DESRATIZA??O;;132;FIXO;140;0;0;140;=(K175+L175-M175-N175);30;CONTROLE DE PRAGAS;
1;26/01/2024;24/01/2024;27/01/2024;;;175;W. M. de Lima - Consultoria e Projetos de Engenhar;;59;CONSULTORIAS;100;2,99;0;102,99;=(K176+L176-M176-N176);136;CONSULTORIA WLM;
1;26/01/2024;24/01/2024;27/01/2024;;;175;W. M. de Lima - Consultoria e Projetos de Engenhar;;59;CONSULTORIAS;400;11,96;0;411,96;=(K177+L177-M177-N177);136;CONSULTORIA WLM;
1;26/01/2024;23/01/2024;27/01/2024;;;85;UTALK;;132;FIXO;594;0;0;594;=(K178+L178-M178-N178);58;UTALK;
2;26/01/2024;27/11/2023;05/02/2024;643524/003;643524;28;DUAS RODAS INDUSTRIAL S.A.;;104;MATERIA PRIMA;31574,3;315,7;0;31890;=(K179+L179-M179-N179);17;ESPECIARIAS;
1;26/01/2024;15/12/2023;27/01/2024;20191/03;20191;149;COMPANHIA PARANAENSE DO MATTE LTDA;;104;MATERIA PRIMA;12541,84;314,79;0;12856,63;=(K180+L180-M180-N180);121;ERVA MATE TIPO A E PALITO;
1;26/01/2024;27/11/2023;27/01/2024;10369/05;10369;247;NOBRE LAMINADOS PLASTICOS LTDA;;131;INSUMOS;24688,76;740,69;0;25429,45;=(K181+L181-M181-N181);8;EMBALAGENS;
1;26/01/2024;29/12/2023;27/01/2024;20358/02;20358;149;COMPANHIA PARANAENSE DO MATTE LTDA;;104;MATERIA PRIMA;4965;122,62;0;5087,62;=(K182+L182-M182-N182);178;ERVA TIPO B;
1;26/01/2024;12/12/2023;27/01/2024;;;150;INVIOLAVEL VALE DO IVAI COMERCIO E MANUTENCAO DE A;;130;DIVERSOS;350;7,31;0;357,31;=(K183+L183-M183-N183);116;INSTALA??O CAMERAS;
1;26/01/2024;12/12/2023;27/01/2024;647301/02;647301;28;DUAS RODAS INDUSTRIAL S.A.;;104;MATERIA PRIMA;28216,64;84,66;0;28301,3;=(K184+L184-M184-N184);17;ESPECIARIAS;
2;29/01/2024;15/12/2023;05/02/2024;648306/02;648306;28;DUAS RODAS INDUSTRIAL S.A.;;104;MATERIA PRIMA;11339,63;11,34;0;11350,97;=(K185+L185-M185-N185);17;ESPECIARIAS;
1;29/01/2024;29/11/2023;31/01/2024;;;270;PORTO SEGURO COMPANHIA DE SEGUROS GERAIS;;11;MANUTEN??O DE INSTALA??ES / MAQUINARIOS;2707,73;1,8;0;2709,53;=(K186+L186-M186-N186);185;SEGURO PREDIAL;
1;29/01/2024;15/01/2024;30/01/2024;20464/01;20464;149;COMPANHIA PARANAENSE DO MATTE LTDA;;104;MATERIA PRIMA;21756,67;0;0;21756,67;=(K187+L187-M187-N187);5;ERVA MATE TIPO A;
1;30/01/2024;18/01/2024;31/01/2024;;;126;RODONAVES TRANSPORTES E ENCOMENDAS LTDA;;108;FRETES;1284,93;0;0;1284,93;=(K188+L188-M188-N188);13;FRETES;
1;30/01/2024;12/01/2024;31/01/2024;;;80;BAUER EXPRESS;;108;FRETES;66,84;0;0;66,84;=(K189+L189-M189-N189);13;FRETES;
1;30/01/2024;24/01/2024;31/01/2024;;;80;BAUER EXPRESS;;108;FRETES;867,58;0;0;867,58;=(K190+L190-M190-N190);13;FRETES;
1;30/01/2024;18/01/2024;31/01/2024;;;126;RODONAVES TRANSPORTES E ENCOMENDAS LTDA;;108;FRETES;297,85;0;0;297,85;=(K191+L191-M191-N191);13;FRETES;
1;30/01/2024;12/01/2024;31/01/2024;;;80;BAUER EXPRESS;;108;FRETES;892,31;0;0;892,31;=(K192+L192-M192-N192);13;FRETES;
1;30/01/2024;18/01/2024;31/01/2024;;;80;BAUER EXPRESS;;108;FRETES;120,57;0;0;120,57;=(K193+L193-M193-N193);13;FRETES;
1;30/01/2024;18/01/2024;31/01/2024;;;80;BAUER EXPRESS;;108;FRETES;2481,12;0;0;2481,12;=(K194+L194-M194-N194);13;FRETES;
1;30/01/2024;18/01/2024;31/01/2024;;;80;BAUER EXPRESS;;108;FRETES;1674,85;0;0;1674,85;=(K195+L195-M195-N195);13;FRETES;
1;30/01/2024;15/01/2024;31/01/2024;47949/01;47949;19;HOPPEN, HOPPEN & CIA LTDA;;104;MATERIA PRIMA;24948;0;0;24948;=(K196+L196-M196-N196);178;ERVA TIPO B;
1;30/01/2024;30/01/2024;31/01/2024;;;90;FRETEBRAS INTERNET E SERVICOS LTDA;;130;DIVERSOS;369,85;7,99;0;377,84;=(K197+L197-M197-N197);13;FRETES;
1;30/01/2024;29/01/2024;31/01/2024;;;72;AJP MARTINS LTDA;RIBBON IMPRESSORA ETIQUETAS;62;MANUTEN??O DE SOFTWARE /  MATERIAL TI;45;0;0;45;=(K198+L198-M198-N198);37;MANUTEN??O SERVIDOR;
1;30/01/2024;19/12/2023;31/01/2024;20341/03;20341;149;COMPANHIA PARANAENSE DO MATTE LTDA;;104;MATERIA PRIMA;17096;0;0;17096;=(K199+L199-M199-N199);121;ERVA MATE TIPO A E PALITO;
1;31/01/2024;06/12/2023;31/01/2024;161/07;161;12;ALEX FREITAS DE AGUIAR EIRELI;;104;MATERIA PRIMA;5861,66;0;0;5861,66;=(K200+L200-M200-N200);69;BURRITO E MENTA;
1;31/01/2024;20/12/2023;31/01/2024;20351/03;20351;149;COMPANHIA PARANAENSE DO MATTE LTDA;;104;MATERIA PRIMA;15280;0;0;15280;=(K201+L201-M201-N201);121;ERVA MATE TIPO A E PALITO;
1;31/01/2024;22/01/2024;31/01/2024;;;70;MERCADO SAO PEDRO;;130;DIVERSOS;400,53;0;0;400,53;=(K202+L202-M202-N202);102;MANTIMENTOS;
1;31/01/2024;11/01/2024;31/01/2024;8486/03;8486;55;ERVATEIRA CASAGRANDE LTDA;;104;MATERIA PRIMA;19900;0;0;19900;=(K203+L203-M203-N203);24;ERVA MATE TIPO B E PALITO;
1;31/01/2024;12/01/2024;31/01/2024;;;74;GOVERNO;;135;IMPOSTOS;10775,74;0;0;10775,74;=(K204+L204-M204-N204);43;ICMS - ST SP;
1;31/01/2024;17/01/2024;31/01/2024;20539/01;20539;149;COMPANHIA PARANAENSE DO MATTE LTDA;;104;MATERIA PRIMA;12800;0;0;12800;=(K205+L205-M205-N205);121;ERVA MATE TIPO A E PALITO;
1;31/01/2024;31/01/2024;31/01/2024;;;215;SILAS;;69;DESPESAS SILAS;409;0;0;409;=(K206+L206-M206-N206);109;REFEI??O;
1;31/01/2024;31/01/2024;31/01/2024;;;188;JOAO GABRIEL;;66;DESPESAS JOAO GABRIEL;48;0;0;48;=(K207+L207-M207-N207);109;REFEI??O;
1;31/01/2024;31/01/2024;31/01/2024;;;188;JOAO GABRIEL;;66;DESPESAS JOAO GABRIEL;299,17;0;0;299,17;=(K208+L208-M208-N208);110;ABASTECIMENTO;
1;31/01/2024;31/01/2024;31/01/2024;;;215;SILAS;;69;DESPESAS SILAS;456;0;0;456;=(K209+L209-M209-N209);106;PED?GIO;
1;31/01/2024;31/01/2024;31/01/2024;;;215;SILAS;;69;DESPESAS SILAS;567;0;0;567;=(K210+L210-M210-N210);107;OUTRAS DESPESAS;
1;31/01/2024;31/01/2024;31/01/2024;;;215;SILAS;;69;DESPESAS SILAS;2553,65;0;0;2553,65;=(K211+L211-M211-N211);110;ABASTECIMENTO;
1;31/01/2024;31/01/2024;31/01/2024;;;36;ARTHUR BARCELOS;;33;DESPESA ARTHUR;128;0;0;128;=(K212+L212-M212-N212);108;HOTEL;
1;31/01/2024;31/01/2024;31/01/2024;;;42;GIANCARLO FERREIRA;;5;DESPESA GIANCARLO;1807;0;0;1807;=(K213+L213-M213-N213);110;ABASTECIMENTO;
1;31/01/2024;31/01/2024;31/01/2024;;;37;JOS? ROBERTO DOS SANTOS;;35;DESPESA JOSE ROBERTO;2080,9;0;0;2080,9;=(K214+L214-M214-N214);110;ABASTECIMENTO;
1;31/01/2024;31/01/2024;31/01/2024;;;291;GUSTAVO BRITO;;74;DESPESA GUSTAVO;3010,65;0;0;3010,65;=(K215+L215-M215-N215);110;ABASTECIMENTO;
1;31/01/2024;31/01/2024;31/01/2024;;;40;FERNANDO COLAUTO;;46;DESPESA FERNANDO A;806,1;0;0;806,1;=(K216+L216-M216-N216);109;REFEI??O;
1;31/01/2024;31/01/2024;31/01/2024;;;36;ARTHUR BARCELOS;;33;DESPESA ARTHUR;254,84;0;0;254,84;=(K217+L217-M217-N217);109;REFEI??O;
1;31/01/2024;31/01/2024;31/01/2024;;;87;SIND DOS TRAB NA MOV DE MERC EM GERAL DE JANDAIA D;;130;DIVERSOS;929;0;0;929;=(K218+L218-M218-N218);6;CHAPA;
1;31/01/2024;31/01/2024;31/01/2024;;;40;FERNANDO COLAUTO;;46;DESPESA FERNANDO A;2872,1;0;0;2872,1;=(K219+L219-M219-N219);110;ABASTECIMENTO;
1;31/01/2024;31/01/2024;31/01/2024;;;41;GABRIEL CALSAVARA;;48;DESPESAS GABRIEL JERONIMO;16;0;0;16;=(K220+L220-M220-N220);107;OUTRAS DESPESAS;
1;31/01/2024;31/01/2024;31/01/2024;;;36;ARTHUR BARCELOS;;33;DESPESA ARTHUR;689,98;0;0;689,98;=(K221+L221-M221-N221);107;OUTRAS DESPESAS;
1;31/01/2024;31/01/2024;31/01/2024;;;36;ARTHUR BARCELOS;;33;DESPESA ARTHUR;1428,61;0;0;1428,61;=(K222+L222-M222-N222);110;ABASTECIMENTO;
1;31/01/2024;31/01/2024;31/01/2024;;;43;ULISSES JUNIOR;;34;DESPESA ULISSES JR;990;0;0;990;=(K223+L223-M223-N223);108;HOTEL;
1;31/01/2024;31/01/2024;31/01/2024;;;43;ULISSES JUNIOR;;34;DESPESA ULISSES JR;1788,15;0;0;1788,15;=(K224+L224-M224-N224);107;OUTRAS DESPESAS;
1;31/01/2024;31/01/2024;31/01/2024;;;43;ULISSES JUNIOR;;34;DESPESA ULISSES JR;196,6;0;0;196,6;=(K225+L225-M225-N225);106;PED?GIO;
1;31/01/2024;31/01/2024;31/01/2024;;;43;ULISSES JUNIOR;;34;DESPESA ULISSES JR;320;0;0;320;=(K226+L226-M226-N226);109;REFEI??O;
1;31/01/2024;31/01/2024;31/01/2024;;;43;ULISSES JUNIOR;;34;DESPESA ULISSES JR;1685,65;0;0;1685,65;=(K227+L227-M227-N227);110;ABASTECIMENTO;
1;31/01/2024;31/01/2024;31/01/2023;;;291;GUSTAVO BRITO;;74;DESPESA GUSTAVO;533;0;0;533;=(K228+L228-M228-N228);109;REFEI??O;
1;31/01/2024;31/01/2024;31/01/2024;;;37;JOS? ROBERTO DOS SANTOS;;35;DESPESA JOSE ROBERTO;107,2;0;0;107,2;=(K229+L229-M229-N229);106;PED?GIO;
1;31/01/2024;31/01/2024;31/01/2024;;;37;JOS? ROBERTO DOS SANTOS;;35;DESPESA JOSE ROBERTO;500;0;0;500;=(K230+L230-M230-N230);107;OUTRAS DESPESAS;
1;31/01/2024;31/01/2024;31/01/2024;;;37;JOS? ROBERTO DOS SANTOS;;35;DESPESA JOSE ROBERTO;337;0;0;337;=(K231+L231-M231-N231);109;REFEI??O;
1;31/01/2024;31/01/2024;31/01/2023;;;291;GUSTAVO BRITO;;74;DESPESA GUSTAVO;480;0;0;480;=(K232+L232-M232-N232);107;OUTRAS DESPESAS;
1;31/01/2024;31/01/2024;31/01/2024;;;41;GABRIEL CALSAVARA;;48;DESPESAS GABRIEL JERONIMO;507;0;0;507;=(K233+L233-M233-N233);108;HOTEL;
1;31/01/2024;31/01/2024;31/01/2024;;;41;GABRIEL CALSAVARA;;48;DESPESAS GABRIEL JERONIMO;886,06;0;0;886,06;=(K234+L234-M234-N234);109;REFEI??O;
1;31/01/2024;31/01/2024;31/01/2024;;;59;CLAUDIO PAGAN;;56;DESPESAS CLAUDIO;3385,46;0;0;3385,46;=(K235+L235-M235-N235);107;OUTRAS DESPESAS;
1;31/01/2024;31/01/2024;31/01/2024;;;47;RONDINELI MARTINS;;13;DESPESAS RONDINELI;1761,34;0;0;1761,34;=(K236+L236-M236-N236);110;ABASTECIMENTO;
1;31/01/2024;31/01/2024;31/01/2024;;;47;RONDINELI MARTINS;;13;DESPESAS RONDINELI;218,82;0;0;218,82;=(K237+L237-M237-N237);109;REFEI??O;
1;31/01/2024;31/01/2024;31/01/2024;;;47;RONDINELI MARTINS;;13;DESPESAS RONDINELI;555,6;0;0;555,6;=(K238+L238-M238-N238);107;OUTRAS DESPESAS;
1;31/01/2024;31/01/2024;31/01/2024;;;47;RONDINELI MARTINS;;13;DESPESAS RONDINELI;409,1;0;0;409,1;=(K239+L239-M239-N239);106;PED?GIO;
1;31/01/2024;31/01/2024;31/01/2024;;;59;CLAUDIO PAGAN;;56;DESPESAS CLAUDIO;2125;0;0;2125;=(K240+L240-M240-N240);108;HOTEL;
1;31/01/2024;31/01/2024;31/01/2024;;;42;GIANCARLO FERREIRA;;5;DESPESA GIANCARLO;508,35;0;0;508,35;=(K241+L241-M241-N241);109;REFEI??O;
1;31/01/2024;31/01/2024;31/01/2024;;;42;GIANCARLO FERREIRA;;5;DESPESA GIANCARLO;425;0;0;425;=(K242+L242-M242-N242);108;HOTEL;
2;31/01/2024;31/01/2024;08/02/2024;;;42;GIANCARLO FERREIRA;;5;DESPESA GIANCARLO;1297;0;0;1297;=(K243+L243-M243-N243);107;OUTRAS DESPESAS;
1;31/01/2024;31/01/2024;31/01/2024;;;59;CLAUDIO PAGAN;;56;DESPESAS CLAUDIO;79,9;0;0;79,9;=(K244+L244-M244-N244);106;PED?GIO;
1;31/01/2024;31/01/2024;31/01/2024;;;57;ANDERSON RIMOLDI;;55;DESPESA ANDERSON;1548,47;0;0;1548,47;=(K245+L245-M245-N245);110;ABASTECIMENTO;
1;31/01/2024;31/01/2024;31/01/2024;;;57;ANDERSON RIMOLDI;;55;DESPESA ANDERSON;555,73;0;0;555,73;=(K246+L246-M246-N246);109;REFEI??O;
1;31/01/2024;31/01/2024;31/01/2024;;;41;GABRIEL CALSAVARA;;48;DESPESAS GABRIEL JERONIMO;1950,3;0;0;1950,3;=(K247+L247-M247-N247);110;ABASTECIMENTO;
1;31/01/2024;31/01/2024;31/01/2024;;;56;RAFAEL FABRICIO;;52;DESPESA RAFAEL F;600;0;0;600;=(K248+L248-M248-N248);107;OUTRAS DESPESAS;
1;31/01/2024;31/01/2024;31/01/2024;;;36;ARTHUR BARCELOS;;33;DESPESA ARTHUR;148,3;0;0;148,3;=(K249+L249-M249-N249);106;PED?GIO;
1;31/01/2024;30/01/2024;31/01/2024;;;74;GOVERNO;;135;IMPOSTOS;821,76;0;0;821,76;=(K250+L250-M250-N250);118;ST;
2;31/01/2024;31/01/2024;08/02/2024;;;42;GIANCARLO FERREIRA;;5;DESPESA GIANCARLO;22,4;0;0;22,4;=(K251+L251-M251-N251);106;PED?GIO;
1;31/01/2024;31/01/2024;31/01/2024;;;56;RAFAEL FABRICIO;;52;DESPESA RAFAEL F;523,23;0;0;523,23;=(K252+L252-M252-N252);110;ABASTECIMENTO;
1;31/01/2024;31/01/2024;31/01/2024;;;57;ANDERSON RIMOLDI;;55;DESPESA ANDERSON;585;0;0;585;=(K253+L253-M253-N253);107;OUTRAS DESPESAS;
1;31/01/2024;31/01/2024;31/01/2024;;;40;FERNANDO COLAUTO;;46;DESPESA FERNANDO A;550;0;0;550;=(K254+L254-M254-N254);108;HOTEL;
1;31/01/2024;31/01/2024;31/01/2024;;;57;ANDERSON RIMOLDI;;55;DESPESA ANDERSON;280;0;0;280;=(K255+L255-M255-N255);108;HOTEL;
2;01/02/2024;01/02/2024;01/02/2024;;;91;FRETE CARREGAMENTO;TRANSBORDO DE MERCADORIAS;146;ABASTECIMENTO AC;450;0;0;450;=(K256+L256-M256-N256);13;FRETES;
2;01/02/2024;01/02/2024;01/02/2024;;;74;GOVERNO;;135;IMPOSTOS;750,59;0;0;750,59;=(K257+L257-M257-N257);118;ST;
2;01/02/2024;04/01/2024;01/02/2024;662/01;662;64;RB COMERCIO E INDUSTRIA LTDA;;104;MATERIA PRIMA;5280;0;0;5280;=(K258+L258-M258-N258);38;LIMAO TRITURADO;
2;01/02/2024;01/12/2023;01/02/2024;;;92;SODEXO;;136;RH;9520;0;0;9520;=(K259+L259-M259-N259);9;CART?O ALIMENTA??O;
2;02/02/2024;04/12/2023;02/02/2024;10429/05;10429;247;NOBRE LAMINADOS PLASTICOS LTDA;;131;INSUMOS;1568,79;0;0;1568,79;=(K260+L260-M260-N260);8;EMBALAGENS;
2;02/02/2024;22/01/2024;02/02/2024;;;127;ADILSON RODRIGO PEREIRA;AR CONDICIONADO SL REUNIOES;11;MANUTEN??O DE INSTALA??ES / MAQUINARIOS;7540;0;0;7540;=(K261+L261-M261-N261);65;MANUTENCAO INSTALA?OES;
2;02/02/2024;24/01/2024;02/02/2024;;;73;BRASPRESS TRANSPORTES URGENTES LTDA;;108;FRETES;153,85;0;0;153,85;=(K262+L262-M262-N262);13;FRETES;
2;02/02/2024;24/01/2024;02/02/2024;;;73;BRASPRESS TRANSPORTES URGENTES LTDA;;108;FRETES;90,22;0;0;90,22;=(K263+L263-M263-N263);13;FRETES;
2;02/02/2024;18/01/2024;02/02/2024;;;73;BRASPRESS TRANSPORTES URGENTES LTDA;;108;FRETES;703,44;0;0;703,44;=(K264+L264-M264-N264);13;FRETES;
2;02/02/2024;05/01/2024;02/02/2024;20368/02;20368;149;COMPANHIA PARANAENSE DO MATTE LTDA;;104;MATERIA PRIMA;3625;0;0;3625;=(K265+L265-M265-N265);178;ERVA TIPO B;
2;02/02/2024;12/01/2024;02/02/2024;;;74;GOVERNO;;135;IMPOSTOS;123,35;0;0;123,35;=(K266+L266-M266-N266);56;DARE - SP ST;
2;02/02/2024;31/01/2024;02/02/2024;364/2;;49;R.A.BERTELLI ENCARDENA?OES  ME;;133;PUBLICIDADE;3000;0;0;3000;=(K267+L267-M267-N267);146;MOSTRUARIO;
2;02/02/2024;02/02/2024;02/02/2024;;;74;GOVERNO;;135;IMPOSTOS;474,9;0;0;474,9;=(K268+L268-M268-N268);118;ST;
2;03/02/2024;29/01/2024;05/02/2024;;;287;CLS DISTRIBUIDORA DE PECAS AGRICOLAS E INDUSTRIAIS;COMPRA DE BORRACHA PARA VAN;10;MANUTEN??O DE VEICULOS;500;2,55;0;502,55;=(K269+L269-M269-N269);191;VAN RENAULT 02;
2;03/02/2024;29/12/2023;05/02/2024;133/02;133;6;E GUILLEN DE MELO ME;;129;PRODUTO;57533,33;0;0;57533,33;=(K270+L270-M270-N270);2;BOMBAS E COPOS;
2;03/02/2024;03/02/2024;;;;297;LIBERTY SEGUROS;;155;FROTA;1925,83;0;0;0;=(K271+L271-M271-N271);195;SEGURO VAN 2;
2;04/02/2024;12/01/2024;05/02/2024;;;67;ELETRO MOTORES AZOLIN LTDA;;11;MANUTEN??O DE INSTALA??ES / MAQUINARIOS;251;0;0;251;=(K272+L272-M272-N272);65;MANUTENCAO INSTALA?OES;
2;05/02/2024;08/01/2024;05/02/2024;20371/02;20371;149;COMPANHIA PARANAENSE DO MATTE LTDA;;104;MATERIA PRIMA;16297,5;0;0;16297,5;=(K273+L273-M273-N273);121;ERVA MATE TIPO A E PALITO;
2;05/02/2024;12/01/2024;05/02/2024;;;74;GOVERNO;;135;IMPOSTOS;864,19;0;0;864,19;=(K274+L274-M274-N274);50;ICMS;
2;05/02/2024;01/02/2024;05/02/2024;;;262;M TORTOLA ARTEFATOS DE MADEIRA;CONSTRUCAO REFEITORIO;11;MANUTEN??O DE INSTALA??ES / MAQUINARIOS;162;0;0;162;=(K275+L275-M275-N275);80;MATERIAL P CONSTRU??O;
